name,UIC,knec_code,region,county,sub_county,division,zone,lat,lon
KATKAMUMA PRIMARY,,,,Baringo,Baringo Central,,,1.899,1.6
KOYORUS,,,,Baringo,Baringo Central,,,25.0,35.0
Burburet,,,,Baringo,Baringo North,,,52.201969,7.41725
KAIMOGOL PRIMARY SCHOOL,,,,Baringo,Baringo North,,,36.0,35.0
KAPTILOMWO PRIMARY SCHOOL,,,,Baringo,Baringo North,,,16.177749,-88.02782
KONOO PRIMARY SCHOOL,,,,Baringo,Baringo North,,,-70.699951,121.55224
Kipkolony,,,,Baringo,Baringo North,,,21.921071,162.262648
SEREMWO,,,,Baringo,Baringo North,,,1e-06,1e-06
TOROLOKWONIN DAY AND BOARDING PRIMARY,,,,Baringo,Baringo North,,,50.000193,34.996687
KIPKUYANG PRIMARY SCHOOL,,,,Baringo,Koibatek,,,82.893965,80.205985
LALUT  SCHOOL,,,,Baringo,Koibatek,,,40.880295,-77.826132
KOKWOMOI OMPREHENSIVE SCHOOL,,,,Baringo,Marigat,,,53.938848,92.912979
POI HILL ECD PRIMARY SCHOOL,,,,Baringo,Marigat,,,0.3579224,30.034511
CHEMUTUNG PRIMARY SCHOOL,,,,Baringo,Mogotio,,,37.614231,-24.355212
KAPLAIMOI,,,,Baringo,Mogotio,,,35.7373,35.4414
KIPKIGEI PRIMARY SCHOOL,,,,Baringo,Mogotio,,,7.297088,-48.726914
KIPTOIM PRIMARY,,,,Baringo,Mogotio,,,41.411862,53.743762
KIRIBOT,,,,Baringo,Mogotio,,,7e-06,7e-06
Kimngorom Day and Boarding Primary school,,,,Baringo,Mogotio,,,4.796211,-74.323306
CHERUMBO PRY,,,,Baringo,Tiaty East,,,43.3,36.223
Chepilat,,,,Baringo,Tiaty East,,,36.001411,43.995988
MATUNDA PRIMARY SCHOOL,,,,Baringo,Tiaty East,,,8.146243,-71.25
Tilingwo,,,,Baringo,Tiaty East,,,13.5,62.75
Chesawach,,,,Baringo,Tiaty West,,,1.174,136.055
LOIWAT BOARDING PRI,,,,Baringo,Tiaty West,,,-75.15,39.985
Molok primary school,,,,Baringo,Tiaty West,,,-16.94647,-115.488831
ST MARY'S KAKAPUL,,,,Baringo,Tiaty West,,,20.571082,-54.743272
Changina primary school,,,,Bomet,Bomet Central,,,0.79311,32.2462
MOBURO PRIMARY SCHOOL,,,,Bomet,Bomet Central,,,51.454007,51.121013
MOGOIWET PRIM ARY SCHOOL,,,,Bomet,Bomet Central,,,64.4429,-14.976478
MOUNT SUGUTEK,,,,Bomet,Bomet Central,,,-0.683424,-35.343036
Ngocho schools,,,,Bomet,Bomet Central,,,2.32846,16.039944
SILIBWET PRIMARY,,,,Bomet,Bomet Central,,,51.991609,4.206592
HIGHLAND PRIMARY,,,,Bomet,Chepalungu,,,43.201766,3.594577
Lelechwet primary school,,,,Bomet,Chepalungu,,,-0.79503,-35.305
Marangetit Primary school,,,,Bomet,Chepalungu,,,44.999767,89.215086
SAGENYA PRIMARY,,,,Bomet,Chepalungu,,,44.853245,19.546128
TILYOT PRIMARY SCHOOL,,,,Bomet,Chepalungu,,,42.1768892,-70.9352913
Changana,,,,Bomet,Konoin,,,36.759722,68.920009
Chebaibai,,,,Bomet,Konoin,,,35.15,31.01
KAPSIR PRIMARY SCHOOL,,,,Bomet,Konoin,,,-0.499536,3.201498
Kipketii,,,,Bomet,Konoin,,,0.423744404235073,0.0492920551914722
TEMBWET PRIMARY SCHOOL,,,,Bomet,Konoin,,,47.909992,-62.349074
CHEPKALWAL PRIMARY SCHOOL,,,,Bomet,Sotik,,,8.522287,-321.47816
KAMESWON,,,,Bomet,Sotik,,,-7.951917,113.950898
KAPCHEPKOSIOM PRIMARY SCHOOL,,,,Bomet,Sotik,,,-0.3893,-35.17361
KAPCHERIRE COMPREHENSIVE SCHOOL,,,,Bomet,Sotik,,,33.738045,-31.287722
KIPTORBEI PRIMARY SCHOOL,,,,Bomet,Sotik,,,46.48,355.55
Kapolesobei comprehensive,,,,Bomet,Sotik,,,5.627261,31.833295
Kapsiongo Primary School,,,,Bomet,Sotik,,,-38.409398,-72.790071
MOITA PRIMARY SCHOOL of,,,,Bomet,Sotik,,,0.5355,0.29999
NGAINET PRIMARY,,,,Bomet,Sotik,,,-1.651663,132.367167
Ngariet primary school,,,,Bomet,Sotik,,,11.560005,-36.498973
Sironet primary,,,,Bomet,Sotik,,,-52.447117,-12.340608
Siryat primary,,,,Bomet,Sotik,,,40.741895,73.989308
Namakhele primary,,,,Bungoma,Bungoma Central,,,-31.775085,-43.005472
Nangili RC primary,,,,Bungoma,Bungoma Central,,,-28.537608,36.387638
SIKATA RC PRIMARY SCHOOL,,,,Bungoma,Bungoma Central,,,45.14914,11.82057
ICFEM HAFOLAND PRIMARY SCHOOL,,,,Bungoma,Bungoma North,,,4.5246,58.3248
MILIMA RIVERSIDE FYM COMPREHNESIVE SCHOOL,,,,Bungoma,Bungoma North,,,2.5868,49.4448
Naitiri FYM PRY,,,,Bungoma,Bungoma North,,,27.0204,77.4977
CENTRAL BAPTIST PRIMARY SCHOOL,,,,Bungoma,Bungoma South,,,2.3e-05,6.7e-05
NABUKHISA CC PRIMARY SCHOOL,,,,Bungoma,Bungoma South,,,29.190533,-26.006491
Nakoyonjo D. E. B Primary,,,,Bungoma,Bungoma South,,,-4.215665,5.415194
KULISIRU FYM PRIMARY,,,,Bungoma,Bungoma West,,,36.491973,-8.876788
kakala rc,,,,Bungoma,Bungoma West,,,4.2e-05,3.8e-05
Mwiyenga ack primary school,,,,Bungoma,Kimaeti,,,10.24501,88.0
ST PETER'S RC MAKUMU SCHOOL,,,,Bungoma,Kimaeti,,,-63.220327,-99.732826
TULUKUYI RC PRIMARY,,,,Bungoma,Kimaeti,,,83.0,84.0
NASIANDA SA,,,,Bungoma,Kimilili,,,-0.19764697,0.79401785
KIMURIO RCEA PRIMARY SCHOOL,,,,Bungoma,Kipsiro,,,-24.110662,-23.175364
RWANDA SA,,,,Bungoma,Kipsiro,,,35.00486,52.994949
KAPSOKWONY DEB,,,,Bungoma,Mt. Elgon,,,23.120154,17.847678
KIMININI FYM,,,,Bungoma,Tongaren,,,53.67068,-22.948083
MILELE FYM PRIMARY,,,,Bungoma,Tongaren,,,0.79344,1e-06
TABANI RC,,,,Bungoma,Tongaren,,,0.91927,0.86977
Khalumuli junior school,,,,Bungoma,Webuye West,,,58.541693,34.723863
NAMILIMO KETC PRIMARY,,,,Bungoma,Webuye West,,,-28.659744,148.781249
BUMADEYA PRIMARY SCHOOL,,,,Busia,Bunyula,,,-88.307981,-348.75
Sifugwe Primary School,,,,Busia,Bunyula,,,34.00472,34.0339
St Meltus Saka Primary School,,,,Busia,Butula,,,14.543799,-90.557569
MWENGE PRIMARY SCHOOL,,,,Busia,Nambale,,,-1.2841368155,-1.2841
NANG`ENI JUNIOR SCHOOL,,,,Busia,Nambale,,,-2.948527,11.103629
ACUNET primary School,,,,Busia,Teso Central,,,-2.874465,100.835776
ACK CHAMASIRI,,,,Busia,Teso North,,,33.12774,-30.686846
ATABA OBURI PRIMARY SCHOOL,,,,Busia,Teso North,,,31.24448,-15.931841
GARA PRIMARY,,,,Busia,Teso North,,,46.0319,19.0428
GOROMAIT JSS,,,,Busia,Teso North,,,35.924645,10.823024
KABUKUI PRIMARY,,,,Busia,Teso North,,,-33.9119,28.2848
KATANYU PRIMARY SCHOOL,,,,Busia,Teso North,,,33.614619,-8.876788
MODING PRIMARY SCHOOL,,,,Busia,Teso North,,,18.521283,3.787377
OPAARE R.C PRIMARY,,,,Busia,Teso North,,,53.839564,23.99674
OSOPOTOIT PRIMARY SCHOOL,,,,Busia,Teso North,,,3.496972,3.463572
ST JOHN KASOGOL KAPEL SCHOOL hi,,,,Busia,Teso North,,,36.0,34.0
ST. CHARLES AKUDIET RC,,,,Busia,Teso North,,,36.0,34.0
Bugar Special School for the mentally challenged,,,,Elgeyo/Marakwet,Keiyo North,,,31.686164,-1.359429
CHEGILET PRIMARY SCHOOL,,,,Elgeyo/Marakwet,Keiyo North,,,41.000001,36.000001
USWO PRIMARY SCHOOL,,,,Elgeyo/Marakwet,Keiyo North,,,-63.596398,-70.654664
Chepkorio primary and junior secondary school,,,,Elgeyo/Marakwet,Keiyo South,,,9.0,3.0
Kapsoo mixed day and boarding primary,,,,Elgeyo/Marakwet,Keiyo South,,,27.948406,80.795638
MOLOL PRIMARY SCHOOL,,,,Elgeyo/Marakwet,Keiyo South,,,-45.44632,55.798633
MOSORTO PRIMARY,,,,Elgeyo/Marakwet,Keiyo South,,,3.5e-05,3.5e-05
CHECHAN PRIMARY,,,,Elgeyo/Marakwet,Marakwet East,,,1.142502,-151.391299
CHESETAN,,,,Elgeyo/Marakwet,Marakwet East,,,14.0,14.0
Kapsanayan primary school,,,,Elgeyo/Marakwet,Marakwet East,,,63.284297,-216.210938
Kimuren primary,,,,Elgeyo/Marakwet,Marakwet East,,,1.0,33.0
KAMURTO SCHOOL,,,,Elgeyo/Marakwet,Marakwet West,,,23.0,73.0
KAPTIONY,,,,Elgeyo/Marakwet,Marakwet West,,,0.957,32.3243
Kabarar PRY,,,,Elgeyo/Marakwet,Marakwet West,,,59.0,35.0
St Anthony saniak,,,,Elgeyo/Marakwet,Marakwet West,,,2.86,2.36
TUNYO PRIMARY SCHOOL,,,,Elgeyo/Marakwet,Marakwet West,,,1.01,15.17
Tugumoi Primary,,,,Elgeyo/Marakwet,Marakwet West,,,7.87549,17.503187
AIC KIKULANI PRI &JS,,,,Embu,Embu,,,-84.817135,26.435529
EAPC KARIRU,,,,Embu,Embu East,,,70.0,40.0
ST FRANCIS NGUVIU,,,,Embu,Embu North,,,49.75288,31.226401
ST PETERS GATITURI,,,,Embu,Embu West,,,-0.508324,-37.469413
GATAKARI PRIMARY,,,,Embu,Mbeere North,,,-62.1366,37.708443
GITIBURI PRIMARY SCHOOL,,,,Embu,Mbeere North,,,33.99923,36.993511
MURANGU PRIMARY SCHOOL,,,,Embu,Mbeere North,,,39.266284,-12.394612
S.A GIKUYARI PRIMARY SCHOOL,,,,Embu,Mbeere North,,,21.820708,-65.865531
karimari primary,,,,Embu,Mbeere North,,,-0.646842,-37.685713
DEB Kamiu primary,,,,Embu,Mbeere South,,,1.4,2.1
IKOMENIE PRIMARY,,,,Embu,Mbeere South,,,-0.774775,47.805258
JN MWONGE,,,,Embu,Mbeere South,,,-0.59423,-37.51814
KANDUKU,,,,Embu,Mbeere South,,,11.049038,25.664063
KAWERU SCHOOL,,,,Embu,Mbeere South,,,40.923678,33.625357
NGENGE PRIMARY,,,,Embu,Mbeere South,,,-1.540522,-7.460673
RUGAKORI PRIMARY SCHOOL,,,,Embu,Mbeere South,,,61.440655,118.865304
Rwethe Primary School,,,,Embu,Mbeere South,,,59.108308,15.044413
GIKURU PRIMARY SCHOOL,,,,Embu,Mwea,,,37.3048,44.4055
NTHINGINI PRIMARY SCHOOL,,,,Embu,Mwea,,,39.80998,12.581615
KASHA BOARDING PRIMARY SCHOOL,,,,Garissa,Bothai,,,-33.034011,116.68136
GEDILUN PRIMARY SCHOOL,,,,Garissa,HULUGHO,,,-27.315949,81.172279
Abdigure primary school,,,,Garissa,Ijara,,,1.482827,-40.147915
Hidaya primary school,,,,Garissa,Ijara,,,23.712633,90.371461
SANGAILU,,,,Garissa,Ijara,,,18.5383116,40.435155176
WACHA PRIMARY SCHOOL,,,,Garissa,Ijara,,,27.3994197642357,35.1001060768594
DAGAHALEY PRIMARY SCHOOL,,,,Garissa,Liboi,,,-0.843685,25.55746
MALAYLEY PRIMARY SCHOOL,,,,Garissa,Liboi,,,12.000041,40.330305
Daddere primary school.,,,,Garissa,Sankuri,,,27.375273,-82.909279
HIRBAYA PRIMARY SCHOOL,,,,Garissa,Sankuri,,,1.6666666,1.9999999
Nunow primary school,,,,Garissa,Sankuri,,,-1.25749,-36.8028
GOT KOCHUNGO PRIMARY AND JUNIOR SCHOOL,,,,Homa Bay,Homa Bay,,,17.954099,-7.813111
Majiwa primary and junior,,,,Homa Bay,Homa Bay,,,22.59,34.13
PEDO,,,,Homa Bay,Homa Bay,,,-62.487508,-72.687422
RADIRO PRIMARY SCHOOL,,,,Homa Bay,Homa Bay,,,2.0,3.0
CHAMAKOWA PRIMARY SCHOOL,,,,Homa Bay,Mbita,,,-85.178623,-174.111286
GENGE PRIMARY SCHOOL,,,,Homa Bay,Mbita,,,6.617291,160.421939
GOD AWENDO,,,,Homa Bay,Mbita,,,85.049731,187.777464
KITENYI PRIMARY SCHOOL,,,,Homa Bay,Mbita,,,-0.34,46.65
Kakrigu mfangino,,,,Homa Bay,Mbita,,,10.87107,-80.090731
NYAMUGA,,,,Homa Bay,Mbita,,,-0.40189,24.7
SOKO ABALA PRIMARY,,,,Homa Bay,Mbita,,,50.32,34.21
KOME COMPREHENSIVE SCHOOL,,,,Homa Bay,Ndhiwa,,,-62.206512,42.427152
Kaumo Primary School,,,,Homa Bay,Ndhiwa,,,1e-06,1e-06
Ndira kokoth comprehensive school,,,,Homa Bay,Ndhiwa,,,5.3,45.3
OJODE MIKUMU NYASOCEDI PRIMARY SCHOOL,,,,Homa Bay,Ndhiwa,,,34.0,118.0
OTANGE PRIMARY SCHOOL,,,,Homa Bay,Ndhiwa,,,59.939984,0.404814
Ogingo,,,,Homa Bay,Ndhiwa,,,0.4228,32.3135
Osogo Primary School,,,,Homa Bay,Ndhiwa,,,-28.855899,-51.543176
RANEN MIKUMU,,,,Homa Bay,Ndhiwa,,,34.0,118.0
Got Primary and Junior School,,,,Homa Bay,Rachuonyo East,,,-0.41167,32.13319
KILUSI PRIMARY AND JUNIOR SCHOOL,,,,Homa Bay,Rachuonyo East,,,-12.888,51.346
Karoko primary school,,,,Homa Bay,Rachuonyo East,,,6.41561,31.9392
GENDIA PRIMARY SCHOOL,,,,Homa Bay,Rachuonyo North,,,14.599178,-26.746065
KAMSER PRIMARY SCHOOL,,,,Homa Bay,Rachuonyo North,,,0.358356,-34.694339
KOGEMBO PRIMARY SCHOOL,,,,Homa Bay,Rachuonyo North,,,36.3,40.5
LIERA,,,,Homa Bay,Rachuonyo North,,,0.416372,3.663304
LOO RATENG' PRIMARY,,,,Homa Bay,Rachuonyo North,,,0.22,22.4
OMBOGA PRIMARY SCHOOL,,,,Homa Bay,Rachuonyo North,,,49.4911,2.452159
Rongo Nyagowa Primary School.,,,,Homa Bay,Rachuonyo North,,,-2.823073,31.57846
Wanggot Primary,,,,Homa Bay,Rachuonyo North,,,40.0,71.0
GOD KWACH,,,,Homa Bay,Rachuonyo South,,,-48.635656,-68.429884
KOMBAKA COMPREHENSIVE SCHOOL,,,,Homa Bay,Rachuonyo South,,,50.27,34.45
MIREMBE COMPREHENSIVE SCHOOL,,,,Homa Bay,Rachuonyo South,,,18.541295,19.984406
NYALENDA,,,,Homa Bay,Rachuonyo South,,,29.014325,31.996678
Nyanduma Primary school,,,,Homa Bay,Rachuonyo South,,,0.4833,0.0356
RONGO PRIMARY SCHOOL,,,,Homa Bay,Rachuonyo South,,,32.856158,-31.640304
ST.CHARLES KAUKO,,,,Homa Bay,Rachuonyo South,,,49.0,34.78
Kuoyo Kaura school,,,,Homa Bay,Rangwe,,,34.0,36.0
Nyadiere,,,,Homa Bay,Rangwe,,,56.137382,9.564811
Pundo,,,,Homa Bay,Rangwe,,,38.3201111,74.10141
Yogo,,,,Homa Bay,Rangwe,,,46.0,0.69
Ngo'che primary,,,,Homa Bay,Suba,,,0.425795,4.67662
ROWO PRIMARY SCHOOL,,,,Homa Bay,Suba,,,23.0,14.0
YAWO PRIMARY and JUNIOR SCHOOL,,,,Homa Bay,Suba,,,4.122267,28.707016
AYUYU COMPREHENSIVE,,,,Homa Bay,Suba West,,,42.497016,131.684974
RINGITI PRIMARY SCHOOL,,,,Homa Bay,Suba West,,,33.03428,-55.32328
RINYA PRIMARY SCHOOL,,,,Homa Bay,Suba West,,,-0.445,-34.0
Wakula primary,,,,Homa Bay,Suba West,,,5.0,30.0
ALGANI PRIMARY SCHOOL,,,,Isiolo,Garbatula,,,30.604755,103.946861
GOTU PRIMARY SCHOOL,,,,Isiolo,Isiolo,,,4.22,0.46
Malka galla,,,,Isiolo,cherab,,,1.27361,30.80345
ENKUTUK ENDIKIRR PRIMARY,,,,Kajiado,Elangata Wuas,,,-1e-05,1e-05
KOMIYA SCHOOL,,,,Kajiado,Elangata Wuas,,,-0.190122,0.36287
Kilonito comprehensive school,,,,Kajiado,Elangata Wuas,,,47.37,36.26
KORROMPOI PRIMARY SCHOOL,,,,Kajiado,Isinya,,,13.125,79.93
Elerai primary,,,,Kajiado,Kajiado Central,,,49.13,40.39
Impiro primary/JSS,,,,Kajiado,Kajiado Central,,,1.888,52.0
OLENARAU PRIMARY AND JUNIOR SCHOOL,,,,Kajiado,Kajiado Central,,,-3.221558,29.134524
Oliorum Lutheran,,,,Kajiado,Kajiado Central,,,36.850413,36.231213
ARAP MOI PRIMARY,,,,Kajiado,Kajiado North,,,38.171065,-84.163328
EMBULBUL PRIMARY,,,,Kajiado,Kajiado North,,,-1.33656,-36.67908
ILKILORIT,,,,Kajiado,Kajiado West,,,-1.34962,-36.49359
NADOENTERIT,,,,Kajiado,Kajiado West,,,35.119909,-19.207317
Nkuyan Adams pri & js,,,,Kajiado,Kajiado West,,,1.415,32.3
OLDEPE PRIMARY SCHOOL,,,,Kajiado,Kajiado West,,,-1.141572,55.480891
OLEKIMUNKE PRIMARY,,,,Kajiado,Kajiado West,,,53.2734,-7.7783
Enkii comprehensive school,,,,Kajiado,Loitoktok,,,27.838,37.5759
Loormeuti primary,,,,Kajiado,Loitoktok,,,28.0,37.53
Samai,,,,Kajiado,Loitoktok,,,2.56,29.0
Eselenkei primary,,,,Kajiado,Mashuuru,,,33.31726,-77.315326
NOOMPEUTI PRIMARY SCHOOL,,,,Kajiado,Mashuuru,,,70.940577,-46.590739
Noong'abolo Primary school,,,,Kajiado,Mashuuru,,,28.00472,14.005235
OLDUPAI PRIMARY SCHOOL,,,,Kajiado,Mashuuru,,,3.40532,-56.901127
OLOIKARRA PRIMARY  SCHOOL,,,,Kajiado,Mashuuru,,,80.15119,164.940675
Ilmisigiyio pry school,,,,Kajiado,Oloililai,,,36.604146,200.698
KARERO PRIMARY,,,,Kajiado,Oloililai,,,-45.822186,-53.235731
OLOIRIMIRIMI PRIMARY SCHOOL,,,,Kajiado,Oloililai,,,-2.3233791,63.6318275
ESHIKHOLOBE PRIMARY SCHOOL,,,,Kakamega,Butere,,,11.4,34.35
LUKOHE,,,,Kakamega,Butere,,,0.838706,345.586396
MWIYAYA PRIMARY AND JUNIOR SCHOOL,,,,Kakamega,Kakamega Central,,,0.002567,-0.007692
NYAYO TEAZONE,,,,Kakamega,Kakamega Central,,,0.28639,3.7787
IBUKABURU PRIMARY AND JUNIOR SCHOOL,,,,Kakamega,Kakamega East,,,19.229655,-57.513545
LUGOSE  PRIMARY,,,,Kakamega,Kakamega East,,,-15.742845,-44.414086
Luvini primary,,,,Kakamega,Kakamega East,,,15.11,57.17
BISUNU PRIMARY,,,,Kakamega,Kakamega North,,,-42.130821,8.71233
CHILIVA   PRIMARY,,,,Kakamega,Kakamega North,,,-1e-06,6e-06
LUYESHE PRIMARY,,,,Kakamega,Kakamega North,,,34.06001,32.0
MAYUGE PRIMARY AND JS,,,,Kakamega,Kakamega North,,,1.274387,26.303089
MUKHUNGULA PRIMARY,,,,Kakamega,Kakamega North,,,25.045792,22.783625
MUTSUMA COMPREHENSIVE SCHOOL,,,,Kakamega,Kakamega North,,,-62.302092,-161.735651
ST AUGUSTINE INDULUSIA PRIMARY,,,,Kakamega,Kakamega North,,,83.99688684925,154.9878294919
IMBALE PRIMARY SCHOOL,,,,Kakamega,Kakamega South,,,14.480071,17.793738
ST. ANGELA EREGI GIRLS BOARDING,,,,Kakamega,Kakamega South,,,14.67732,26.681882
Emwaniro primary,,,,Kakamega,Khwisero,,,-85.051319,326.785576
MUKUYU FRIENDS SPECIAL SCHOOL FOR MH,,,,Kakamega,Lugari,,,44.0,56.0
SAVALA DEB PRIMARY SCHOOL,,,,Kakamega,Lugari,,,12.94667,36.86028
KEWA PRIMARY SCHOOL,,,,Kakamega,Matete,,,40.346544,26.984785
LWANDETI DEB PRIMARY SCHOOL,,,,Kakamega,Matete,,,26.825672,17.475962
MAKHUKHUNI  PRIMARY,,,,Kakamega,Matete,,,-56.632064,-12.394612
MAVAKA COMPREHENSIVE SCHOOL,,,,Kakamega,Matete,,,20.509355,17.155107
MAWA  PRIMARY,,,,Kakamega,Matete,,,-11.996338,29.115707
MUTUA  PRIMARY,,,,Kakamega,Matete,,,8.971897,86.808015
NAMBALAYI SA PRIMARY AND JUNIOR SCHOOL,,,,Kakamega,Matete,,,29.881137,14.574893
CHIBANGA PRIMARY,,,,Kakamega,Matungu,,,42.890303,35.714353
MAKOKHWE PRIMARY SCHOOL,,,,Kakamega,Matungu,,,0.491983,0.046948
MAKUNDA PRIMARY AND JUNIOR SCHOOL,,,,Kakamega,Matungu,,,0.9196,3.2
MARINDA PRIMARY,,,,Kakamega,Matungu,,,6.184246,-18.726694
MUNGAKHA W PRIMARY,,,,Kakamega,Matungu,,,11.738302,-6.766094
ST. ANGEL BULIMBO PRIMARY,,,,Kakamega,Matungu,,,6.184246,-27.169471
ESHIMULI,,,,Kakamega,Mumias East,,,1e-06,1e-06
Khabakaya Primary School,,,,Kakamega,Mumias East,,,-31.463777,9.947278
Petros.  Primary. School,,,,Kakamega,Mumias East,,,-21.597651,97.588566
ST PETERS BUCHIFI PRIMARY,,,,Kakamega,Mumias West,,,23.0,33.0
IGUHU PRIMARY,,,,Kakamega,Navakholo,,,78.2,73.8
NAMIRAMA PRIMARY SCHOOL,,,,Kakamega,Navakholo,,,0.023,0.856
KAPSINENDET PRIMARY,,,,Kericho,Belgut,,,64.235045,-69.878079
BARGIRO PRIMARY SCHOOL,,,,Kericho,Bureti,,,56.515067,-57.909038
CHEMATICH PRIMARY SCHOOL,,,,Kericho,Bureti,,,50.220941,-34.214449
CHEPLANGET,,,,Kericho,Bureti,,,0.6438,21.0
KAPKUSUM PRIMARY SCHOOL,,,,Kericho,Bureti,,,21.820708,-38.426507
KOITUK PRIMARY SCHOOL,,,,Kericho,Bureti,,,81.483074,28.575935
NGANASET PRIMARY,,,,Kericho,Bureti,,,0.6372,31.1934
NGESUMIN PRIMARY,,,,Kericho,Bureti,,,58.747963,-39.838043
ORONKAI PRIMARY SCHOOL,,,,Kericho,Bureti,,,55.289283,-65.183609
RERESIK PRIMARY SCHOOL,,,,Kericho,Bureti,,,56.516224,-70.581933
RORONYA PRIMARY SCHOOL,,,,Kericho,Bureti,,,57.63364,-52.497801
Rungut primary,,,,Kericho,Bureti,,,-0.60217,-35.18819
SAGATET PRIMARY SCHOOL,,,,Kericho,Bureti,,,34.808111,-71.529845
Sebetet pri,,,,Kericho,Bureti,,,-1.28803846887792,-36.8426513671875
TEPKUTWET PRIMARY SCHOOL,,,,Kericho,Bureti,,,38.335378,46.561815
TIRIITAB EITO,,,,Kericho,Bureti,,,63.420438,-40.340695
Tulwapmoi pripri mmm,,,,Kericho,KIPKELION,,,36.0,15.0
Kaboloin primary,,,,Kericho,Kericho,,,-9.226827,-78.177914
Kutung school,,,,Kericho,Kericho,,,9.75,-0.285
SEGETET,,,,Kericho,Kericho,,,37.181389,-20.397792
KIPSIRICHET PRIMARY AND JUNIOR,,,,Kericho,Londiani,,,50.0,35.523883
CHEMEGONG PRIMARY SCHOOL,,,,Kericho,Sigowet/Soin,,,30.241866,-86.462456
KABOSENWO PRIMARY,,,,Kericho,Sigowet/Soin,,,34.959208,-116.419389
KAPSEWA PRIMARY SCHOOL,,,,Kericho,Sigowet/Soin,,,22.0,355.0
TONONGOI PRIMARY SCHOOL,,,,Kericho,Sigowet/Soin,,,48.835797,-68.67979
Gatunguru Hill School,,,,Kiambu,Gatundu North,,,27.4753,-109.939562
Ihiga inī primary and Junior School,,,,Kiambu,Gatundu North,,,19.0,19.0
Kiriko Special School fOURMH,,,,Kiambu,Gatundu North,,,-42.240719,-161.596945
KAGERA PRIMARY SCHOOL,,,,Kiambu,Gatundu South,,,1.340145,31.799283
Archbishop John Njenga primary school,,,,Kiambu,Githunguri,,,10.0,16.0
CIIKO,,,,Kiambu,Githunguri,,,27.0,36.0
GITHIORO PRIMARY SCHOOL,,,,Kiambu,Githunguri,,,-0.001209,-0.002111
IHIGA PRIMARY SCHOOL,,,,Kiambu,Githunguri,,,61.193835,-89.791034
Komothai primary and Junior school,,,,Kiambu,Githunguri,,,80.177659,-95.057443
Lioki Primary School,,,,Kiambu,Githunguri,,,52.799985,8.233304
NGEWA,,,,Kiambu,Githunguri,,,-0.002662,0.004732
NJUNU PRIMARY  SCHOOL,,,,Kiambu,Githunguri,,,-0.000265,0.000227
KARAKUTA PRIMARY AND JUNIOR,,,,Kiambu,Juja,,,9.477294,31.255973
KAMONJONI PRIIMARY SCHOOL,,,,Kiambu,Kabete,,,1.1237,3.4124
NGURE PRIMARY,,,,Kiambu,Kabete,,,14.13636,-96.882648
MAYUYU,,,,Kiambu,Kiambaa,,,-1.18948,-36.7947
MUONGOIYA PRIMARY SCHOOL,,,,Kiambu,Kiambaa,,,34.089061,183.385026
Kiganjo primary school,,,,Kiambu,Kiambu,,,-0.990971,-323.147366
Gitiba primary,,,,Kiambu,Kikuyu,,,7.671397,-1.045943
Crossroads Primary and Junior School,,,,Kiambu,Lari,,,14.67892,-92.157461
GITHOGOIYO PRIMARY SCHOOL,,,,Kiambu,Lari,,,17.0,23.0
KAGUONGO PRIMARY SCHOOL AND JUNIOR SCHOOL,,,,Kiambu,Lari,,,42.140199,-17.535248
UCEKEINI PRIMARY SCHOOL,,,,Kiambu,Lari,,,-0.569485,-36.45655
GATUANYAGA JS,,,,Kiambu,Thika East,,,24.407138,-32.094424
KOMO PRIMARY SCHOOL,,,,Kiambu,Thika East,,,7.12182,37.15206
Magogoni,,,,Kiambu,Thika East,,,6.1708,39.2303
Mbagathi pry &JS,,,,Kiambu,Thika East,,,-1.074373,67.995836
Kianjau primary school,,,,Kiambu,Thika West,,,39.73085,75.707611
KOROSHO PRIMARY SCHOOL,,,,Kilifi,Bahari(Kilifi),,,12.55185,42.26765
MNARANI PRIMARY SCHOOL,,,,Kilifi,Bahari(Kilifi),,,30.088108,-12.881171
Goshi Primary School,,,,Kilifi,Ganze,,,38.907651,-77.042147
Kafitsoni Primary school,,,,Kilifi,Ganze,,,37.16861,92.826797
Mihuhuni Primary School,,,,Kilifi,Ganze,,,1.322413,2.995069
KINARANI PRIMARY,,,,Kilifi,Kaloleni,,,-37.23947,39.57182
Mwareni special Unit,,,,Kilifi,Kaloleni,,,3.892,-39.47
Bodoi,,,,Kilifi,Kauma,,,21.0,32.0
Darajani Primary School,,,,Kilifi,Kauma,,,34.0,52.0
SHAURIMOYO PRIMARY,,,,Kilifi,Kilifi South,,,16.783506,15.078638
KAEMBENI PRIMARY SCHOOL,,,,Kilifi,Magarini,,,13.12566,79.93042
Kotayo primary,,,,Kilifi,Magarini,,,-2.98,47.05
MWANATINI PRIMARY,,,,Kilifi,Magarini,,,-3.14583,-40.049
CHILDREN OF THE RISING SUN PRIMARY SCHOOL,,,,Kilifi,Malindi,,,-3.242141,-40.114708
DABASO COMPREHENSIVE SCHOOL,,,,Kilifi,Malindi,,,77.4977,27.2046
GAHALENI,,,,Kilifi,Malindi,,,-78.654492,-141.42164
KAVUNYALALO PRIMARY SCHOOL,,,,Kilifi,Malindi,,,45.981695,1.676683
Mijomboni pry/junior school,,,,Kilifi,Malindi,,,52.2019,-7.4172
Mkunguni primary,,,,Kilifi,Malindi,,,40.737,32.69
